Hour,Hour_Number,Simulation_Time,Average_SoC,Active_Drivers,Total_SoC
T18,18,1042.5288312102539,0.4801254864478757,2092,1004.422517648956
T18,18,1044.5691420933233,0.48018446849066354,2087,1002.1449857400148
T18,18,1046.570140517419,0.47762486007947874,2074,990.593959804839
T18,18,1048.6358444640953,0.4753869108423881,2063,980.7231970678466
T18,18,1050.6581547115582,0.4757475756601719,2052,976.2340252546727
T18,18,1052.7719363275858,0.4743680496379683,2041,968.1851893110933
T18,18,1054.790976050406,0.47642528615187524,2030,967.1433308883068
T18,18,1056.864985772498,0.4746092747823907,2028,962.5076092586883
T18,18,1058.8783536107046,0.4741824074547724,2026,960.6935575033689
T18,18,1060.8926440223825,0.47437392993222655,2011,953.9659730937076
T18,18,1062.898616071543,0.47395141778866146,1997,946.4809813239569
T18,18,1064.9361621910373,0.4726359074764451,1986,938.6549122482201
T18,18,1066.9799052651176,0.4734811277811417,1970,932.7578217288492
T18,18,1068.9802519414009,0.47671045763957054,1966,937.2127597193956
T18,18,1071.084349377985,0.47623887642484575,1965,935.8093921748219
T18,18,1073.1143455015933,0.47918671625909165,1954,936.3308435702651
T18,18,1075.1776345345336,0.48265317545556546,1943,937.7951199101637
T18,18,1077.187356475047,0.48037157950324383,1929,926.6367768617573
T18,18,1079.191104733345,0.4804203857719201,1930,927.2113445398057
T19,19,1081.3699270167438,0.4793054849620878,1923,921.7044475820949
T19,19,1083.388134169918,0.47586127147615326,1909,908.4191672479766
T19,19,1085.489128448267,0.4737291195591367,1901,900.5590562819189
T19,19,1087.5651681115999,0.47569630199449237,1888,898.1146181656015
T19,19,1089.5990235458094,0.4762138526188883,1867,889.0912628394645
T19,19,1091.74122631114,0.47555491212121315,1860,884.5321365454564
T19,19,1093.7469485342897,0.47680442502881226,1849,881.6113818782738
T19,19,1095.8110569488574,0.4777786196372443,1840,879.1126601325294
T19,19,1097.813222518197,0.47763575993799234,1826,872.162897646774
T19,19,1099.847114542618,0.47768728703183105,1823,870.823924259028
T19,19,1101.874251642948,0.47649990127087166,1815,864.8473208066321
T19,19,1103.8822705186801,0.47695506314150765,1808,862.3347541598458
T19,19,1105.9863976638217,0.4752793773822608,1796,853.6017617785403
T19,19,1108.016957284788,0.47170886425484393,1776,837.7549429166028
T19,19,1110.0390915917387,0.4687473640622204,1757,823.5891186573213
T19,19,1112.042572458608,0.4693428048257807,1744,818.5338516161615
T19,19,1114.1442894040208,0.4707363472806563,1734,816.2568261846579
T19,19,1116.2042659160413,0.4693961282174133,1731,812.5246979443424
T19,19,1118.3175049599524,0.4732153953524726,1729,818.1894185644251
T19,19,1120.4022500662627,0.4726644603625986,1720,812.9828718236696
T19,19,1122.41130861135,0.4726008137953293,1714,810.0377948451944
T19,19,1124.4136464332992,0.4715133280855594,1707,804.8732510420499
T19,19,1126.4846832461117,0.47216122935214927,1700,802.6740898986537
T19,19,1128.5547127492073,0.4716971749376671,1693,798.5833171694704
T19,19,1130.6434241245547,0.4728580101707956,1686,797.2386051479614
T19,19,1132.694332349295,0.4714132125921643,1679,791.5027839422438
T19,19,1134.756104361788,0.4730123497375163,1679,794.1877352092899
T19,19,1136.8290043900097,0.4731194292441966,1673,791.5288051255409
T19,19,1138.8507459476996,0.47457719724272096,1663,789.221879014645
T20,20,1140.890510337932,0.4725063998848333,1659,783.8881174089385
T20,20,1142.9110468742779,0.4703043828637739,1645,773.6507098109081
T20,20,1145.1070034383201,0.4696457366381041,1632,766.4618421933859
T20,20,1147.1426664670346,0.46856025633518467,1623,760.4732960320047
T20,20,1149.1436016695793,0.4671377242656963,1615,754.4274246890994
T20,20,1151.1756920777639,0.46502720742145914,1603,745.438613496599
T20,20,1153.2038933334538,0.4640838454200056,1591,738.3573980632289
T20,20,1155.3085823665663,0.46527572504690345,1584,736.996748474295
T20,20,1157.3137192055783,0.4688294036604684,1577,739.3439695725586
T20,20,1159.4285196449582,0.47078895006653015,1570,739.1386516044523
T20,20,1161.448333040541,0.470352019414806,1559,733.2787982676825
T20,20,1163.4703594418063,0.47030748354793933,1547,727.5656770486621
T20,20,1165.5105759769224,0.47072817650265825,1545,727.275032696607
T20,20,1167.534316400866,0.46974109499782407,1534,720.5828397266621
T20,20,1169.5498372015413,0.47163762010645266,1527,720.1906459025532
T20,20,1171.5825351108058,0.4737917369762252,1518,719.2158567299098
T20,20,1173.6310941719796,0.4726542888657262,1512,714.653284764978
T20,20,1175.6313367514251,0.4726964816429294,1507,712.3535978358946
T20,20,1177.660088890573,0.4721638257660639,1493,704.9405918687335
T20,20,1179.876221255202,0.47051459534236445,1484,698.2436594880688
T20,20,1181.8887176134544,0.4692733083820754,1471,690.301036630033
T20,20,1183.9152185828138,0.46997952752320526,1463,687.5800487664493
T20,20,1185.9164162908246,0.4699754119815178,1455,683.8142244331084
T20,20,1188.0126803145622,0.46808467390776304,1446,676.8504384706254
T20,20,1190.1863360393747,0.46784460244562226,1442,674.6319167265873
T20,20,1192.1971011309179,0.4672609639324789,1431,668.6504393873773
T20,20,1194.2108957221565,0.4698484111808493,1423,668.5942891103485
T20,20,1196.2336976387269,0.46835279656407514,1413,661.7825015450381
T20,20,1198.2816828745188,0.4693319427921283,1403,658.472715737356
T21,21,1200.3761689773437,0.4730631773853333,1395,659.92313245254
T21,21,1202.403325856047,0.47224370554068607,1383,653.1130447627688
T21,21,1204.494967945204,0.47215852534160097,1373,648.2736552940181
T21,21,1206.5121415067385,0.4748172565562764,1367,649.0751897124298
T21,21,1208.5275633392669,0.47377470842381547,1360,644.333603456389
T21,21,1210.5336591925611,0.476324773251509,1352,643.9910934360402
T21,21,1212.5879343842978,0.47725026035994367,1339,639.0380986219645
T21,21,1214.5952636261065,0.4785447838500208,1332,637.4216520882277
T21,21,1216.6764455898535,0.4803726223384795,1320,634.0918614867929
T21,21,1218.7864683343748,0.48152694999412654,1311,631.2818314422999
T21,21,1220.8499252421368,0.47864311816214683,1299,621.7574104926288
T21,21,1222.9493601947138,0.4772054509005961,1289,615.1178262108683
T21,21,1225.0812400908,0.4762535577253467,1274,606.7470325420917
T21,21,1227.1380448143113,0.47470033278157314,1259,597.6477189720006
T21,21,1229.1560298946786,0.4755174668147598,1253,595.823385918894
T21,21,1231.2695456951585,0.47255694875435356,1247,589.2785150966789
T21,21,1233.3521981155982,0.4694289220386377,1232,578.3364319516016
T21,21,1235.3693114056862,0.4703224728688618,1224,575.6747067914869
T21,21,1237.5306612964216,0.4691578399906996,1213,569.0884599087186
