Hour,Hour_Number,Time_Range,Sample_Count,Mean_Queue_Time,Median_Queue_Time,Std_Queue_Time,Q1_Queue_Time,Q3_Queue_Time,Mean_Active_Drivers,Std_Active_Drivers
T1,1,00:00-01:00,0,0.0,0.0,0.0,0.0,0.0,22.1,9.93931587182941
T2,2,01:00-02:00,0,0.0,0.0,0.0,0.0,0.0,53.69565217391305,7.5839348660790895
T3,3,02:00-03:00,0,0.0,0.0,0.0,0.0,0.0,75.4090909090909,5.373834680519463
T4,4,03:00-04:00,0,0.0,0.0,0.0,0.0,0.0,124.43478260869566,24.289604301566012
T5,5,04:00-05:00,1,3.821406226439933,3.821406226439933,0.0,3.821406226439933,3.821406226439933,294.375,77.40306437732295
T6,6,05:00-06:00,11,24.586152415202854,14.456442305779603,23.366033129116595,6.2654901450677585,41.90069712792251,688.875,153.90725359232857
T7,7,06:00-07:00,78,28.808515684147867,10.773166543883093,49.96992799590575,4.62862640162794,27.81290631989232,1349.5833333333333,227.34517014638533
T8,8,07:00-08:00,219,35.622250531626435,16.997979076724448,65.23022057792568,7.692740100470104,30.607266011802608,2155.0833333333335,235.70071359435656
T9,9,08:00-09:00,419,35.55041303523558,19.148553506527776,57.90346458911643,10.01821076329233,32.29326035017729,2978.875,232.29171898355168
T10,10,09:00-10:00,625,35.03055043969749,17.919034985820304,62.381828084012554,8.31149757955177,32.94544640283095,3684.0,167.6392456039655
T11,11,10:00-11:00,793,31.309624609314987,17.9410036951615,51.230682912375826,8.043618818148047,33.2209986839606,4040.375,39.413208974488064
T12,12,11:00-12:00,827,32.77178333715656,16.882289219335462,60.529440998846994,6.752783034196341,33.480837974004714,4043.625,43.88888669127983
T13,13,12:00-13:00,755,30.68824462076958,16.403246078391362,51.02415366273256,7.774233322310181,30.788930548205826,3858.5833333333335,84.85031755325898
T14,14,13:00-14:00,574,28.785285932190106,17.696178218308603,40.02635841997233,7.943648952531532,32.039903663374446,3530.8333333333335,111.32784417605907
T15,15,14:00-15:00,498,31.86827903309437,16.58157887397158,53.281530268954945,7.430276139848559,30.216141266829084,3147.0833333333335,116.05311882448007
T16,16,15:00-16:00,420,27.69657798083833,16.162301606976428,39.35551693269001,7.391563238084785,29.513853800769084,2736.4583333333335,122.62373994142499
T17,17,16:00-17:00,313,30.816640601670027,17.86654400683119,41.737689988307594,7.522311635921824,34.95590323678687,2341.25,104.38001484958698
T18,18,17:00-18:00,219,32.93145901215594,17.463488363276156,48.25501089169771,8.226113864299919,35.6076788262925,2004.5416666666667,91.1811288803165
T19,19,18:00-19:00,163,35.24168947569077,19.657863932651935,45.90184647057689,7.854419502793121,43.638720330983915,1675.875,97.58983574976784
T20,20,19:00-20:00,108,33.56632484728747,14.183473004169286,41.28052841679133,5.6627837073029355,43.177212113244025,1373.5833333333333,81.7317342828897
T21,21,20:00-21:00,78,27.071777144047783,11.559171008056524,37.953293417299655,3.8925521385051525,34.52883094896856,1101.7083333333333,78.98706601224166
T22,22,21:00-22:00,49,27.446913951961722,13.141005431369422,30.928855875913175,5.796089489528185,39.66544004124739,851.3333333333334,66.47848440577515
T23,23,22:00-23:00,22,27.080301977033297,11.797624824987679,29.31189179034174,6.0279865887520145,40.63962654296313,646.2083333333334,57.076687569347335
T24,24,23:00-24:00,9,24.648959544808324,22.960447973549662,19.039099917318477,6.416042247829637,37.509002868829384,478.0869565217391,42.142525298839494
