Hour,Hour_Number,Time_Range,Sample_Count,Mean_Queue_Time,Median_Queue_Time,Std_Queue_Time,Q1_Queue_Time,Q3_Queue_Time,Mean_Active_Drivers,Std_Active_Drivers
T1,1,00:00-01:00,0,0.0,0.0,0.0,0.0,0.0,22.1,9.93931587182941
T2,2,01:00-02:00,0,0.0,0.0,0.0,0.0,0.0,53.73913043478261,7.628421634595238
T3,3,02:00-03:00,4,5.666550657126471,5.763264277728112,3.0587027493768746,2.7205789492295693,8.709235985625014,75.43478260869566,5.955093449830933
T4,4,03:00-04:00,4,5.563099616763303,6.07565649432,1.5853702851593294,4.872634810494652,6.766121300588651,124.81818181818181,23.75946962148387
T5,5,04:00-05:00,4,7.491462746786297,6.742372543408862,1.9036792425426818,6.2662550464212785,7.967580243773881,292.7083333333333,77.6157625564693
T6,6,05:00-06:00,28,6.832371234448599,6.784794961670684,4.102588832052753,3.398461789292938,8.373446679086356,680.625,152.019684169518
T7,7,06:00-07:00,69,13.60819072062752,14.696858021520939,9.603773988654524,5.759044239121067,20.744823393488673,1332.5,229.0433001275814
T8,8,07:00-08:00,211,11.156976494910156,8.390043041166734,9.055553690053683,4.25648455756442,16.689827557101523,2142.5,232.03555761994755
T9,9,08:00-09:00,450,12.774901257662394,8.041494998913976,19.863060581201182,3.177617090272804,16.823421445281127,2950.5416666666665,229.43517224673482
T10,10,09:00-10:00,741,12.47843880031051,7.0854833426230925,13.834168679908537,2.9115826002858967,18.64693359807461,3639.6666666666665,166.39377659302312
T11,11,10:00-11:00,881,12.953559455807591,7.261380911728679,14.660708797730264,2.717109590554287,19.962503725014813,3997.0833333333335,39.709273336198045
T12,12,11:00-12:00,968,14.732270963236068,8.456158361179291,16.69887907670285,3.4945560472445436,21.99198736239066,3985.4583333333335,44.69804168591232
T13,13,12:00-13:00,904,13.486786721178117,8.305093628978398,14.303411584735592,3.053331513576609,19.454498794349433,3774.2916666666665,87.37442377810314
T14,14,13:00-14:00,821,13.078191509404947,7.295716067721855,25.805795267346856,2.8851220164177676,17.710106070341908,3444.25,111.28688527105669
T15,15,14:00-15:00,637,14.485865816747415,7.774184557698504,40.444115173534364,2.7645440247042643,18.956172659987033,3048.5416666666665,126.90382814250414
T16,16,15:00-16:00,591,12.875883462913677,7.761706020712268,16.391246046411204,3.2332132117215906,19.02543840864689,2611.7916666666665,130.67165567644048
T17,17,16:00-17:00,371,14.238076255278276,9.994504101056464,15.94975088962445,4.292202650370314,19.68400196469929,2206.4166666666665,104.82919308199516
T18,18,17:00-18:00,273,14.002646899185434,9.271299573411625,18.207828803308,3.720282038006644,18.550156383225158,1872.2916666666667,90.73747809232718
T19,19,18:00-19:00,199,13.128265918404315,10.32967139239372,14.167741012664495,5.289256415923205,17.93732466959966,1552.6666666666667,92.40881391344058
T20,20,19:00-20:00,151,15.212871297488238,9.235907883213258,35.03203999152116,3.6909008031457233,18.978914562168143,1254.625,84.41159700143892
T21,21,20:00-21:00,97,12.512500407297827,11.015577658678012,8.853118227004488,6.329762017409848,17.182762104090216,979.5,73.18868309604521
T22,22,21:00-22:00,53,10.138800315284946,9.021467767936429,7.2431990227750465,3.6984847267406167,15.43139410943786,750.1666666666666,61.608080278122245
T23,23,22:00-23:00,38,14.680526562749575,12.563414763678452,9.544607552802685,6.513875454103356,22.545006415789373,555.2916666666666,49.74055954539403
T24,24,23:00-24:00,37,11.044851924965984,10.410933438389293,7.5459513823087665,6.068168592811617,14.576081739264737,405.69565217391306,39.47639336705319
